"datum","entries","entries_pos","entries_neg","sumTotal","timeframe_7d","sumTotal_last7d","timeframe_14d","sumTotal_last14d","timeframe_28d","sumTotal_last28d","timeframe_phase2","sumTotal_Phase2","timeframe_phase2b","sumTotal_Phase2b","sum7d","sum14d","mean7d","mean14d","pos_anteil","pos_anteil_mean7d","timeframe_all","anteil_pos_all","anteil_pos_14","anteil_pos_28","anteil_pos_phase2","anteil_pos_phase2b","pop","inz_entries","inzmean7d","inzmean14d","inzsumTotal","inzsumTotal_last7d","inzsumTotal_last14d","inzsumTotal_last28d","inzsumTotal_Phase2","inzsumTotal_Phase2b","inzsum7d","inzsum14d","entries_diff_last_age","entries_diff_last","type","version","datum_unit","nachweismethode","geoRegion"
2020-07-05,90,0,90,9120,FALSE,0,FALSE,0,FALSE,0,TRUE,7372,FALSE,0,2668,4647,297.29,323.14,0,0.59,TRUE,12.6,7.8,7.5,12.7,15.2,413120,21.79,71.96,78.22,2207.59,NA,NA,NA,1784.47,NA,645.82,1124.85,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-06,284,1,283,9404,FALSE,0,FALSE,0,FALSE,0,TRUE,7656,FALSE,0,2329,4635,288.86,296.21,0.4,0.63,TRUE,12.6,7.8,7.5,12.7,15.2,413120,68.75,69.92,71.7,2276.34,NA,NA,NA,1853.21,NA,563.76,1121.95,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-07,431,3,428,9835,FALSE,0,FALSE,0,FALSE,0,TRUE,8087,FALSE,0,2138,4666,272.86,276.43,0.7,0.81,TRUE,12.6,7.8,7.5,12.7,15.2,413120,104.33,66.05,66.91,2380.66,NA,NA,NA,1957.54,NA,517.53,1129.45,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-08,293,2,291,10128,FALSE,0,FALSE,0,FALSE,0,TRUE,8380,FALSE,0,2081,4652,269.43,271.36,0.7,0.81,TRUE,12.6,7.8,7.5,12.7,15.2,413120,70.92,65.22,65.69,2451.59,NA,NA,NA,2028.47,NA,503.73,1126.07,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-09,316,5,311,10444,FALSE,0,FALSE,0,FALSE,0,TRUE,8696,FALSE,0,2022,4655,265.14,268.43,1.6,2,TRUE,12.6,7.8,7.5,12.7,15.2,413120,76.49,64.18,64.98,2528.08,NA,NA,NA,2104.96,NA,489.45,1126.79,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-10,282,5,277,10726,FALSE,0,FALSE,0,FALSE,0,TRUE,8978,FALSE,0,1910,4592,259.71,265.79,1.8,2.17,TRUE,12.6,7.8,7.5,12.7,15.2,413120,68.26,62.87,64.34,2596.34,NA,NA,NA,2173.22,NA,462.34,1111.54,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-11,190,1,189,10916,FALSE,0,FALSE,0,FALSE,0,TRUE,9168,FALSE,0,1886,4560,247.43,258.43,0.5,2.61,TRUE,12.6,7.8,7.5,12.7,15.2,413120,45.99,59.89,62.56,2642.33,NA,NA,NA,2219.21,NA,456.53,1103.8,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-12,60,5,55,10976,FALSE,0,FALSE,0,FALSE,0,TRUE,9228,FALSE,0,1856,4524,245.43,257.93,8.3,2.71,TRUE,12.6,7.8,7.5,12.7,15.2,413120,14.52,59.41,62.43,2656.86,NA,NA,NA,2233.73,NA,449.26,1095.08,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-13,246,4,242,11222,FALSE,0,FALSE,0,FALSE,0,TRUE,9474,FALSE,0,1818,4147,248,254.43,1.6,2.74,TRUE,12.6,7.8,7.5,12.7,15.2,413120,59.55,60.03,61.59,2716.4,NA,NA,NA,2293.28,NA,440.07,1003.82,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-14,345,13,332,11567,FALSE,0,FALSE,0,FALSE,0,TRUE,9819,FALSE,0,1732,3870,258.71,246,3.8,2.73,TRUE,12.6,7.8,7.5,12.7,15.2,413120,83.51,62.62,59.55,2799.91,NA,NA,NA,2376.79,NA,419.25,936.77,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-15,279,4,275,11846,FALSE,0,FALSE,0,FALSE,0,TRUE,10098,FALSE,0,1718,3799,247.43,254.36,1.4,2.91,TRUE,12.6,7.8,7.5,12.7,15.2,413120,67.53,59.89,61.57,2867.45,NA,NA,NA,2444.33,NA,415.86,919.59,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-16,334,6,328,12180,FALSE,0,FALSE,0,FALSE,0,TRUE,10432,FALSE,0,1736,3758,250.71,241.36,1.8,2.07,TRUE,12.6,7.8,7.5,12.7,15.2,413120,80.85,60.69,58.42,2948.3,NA,NA,NA,2525.17,NA,420.22,909.66,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-17,357,6,351,12537,FALSE,0,FALSE,0,FALSE,0,TRUE,10789,FALSE,0,1811,3721,249.14,234.07,1.7,2.46,TRUE,12.6,7.8,7.5,12.7,15.2,413120,86.42,60.31,56.66,3034.71,NA,NA,NA,2611.59,NA,438.37,900.71,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-18,111,2,109,12648,FALSE,0,FALSE,0,FALSE,0,TRUE,10900,FALSE,0,1732,3618,244.57,227,1.8,2.06,TRUE,12.6,7.8,7.5,12.7,15.2,413120,26.87,59.2,54.95,3061.58,NA,NA,NA,2638.46,NA,419.25,875.77,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-19,83,2,81,12731,FALSE,0,FALSE,0,FALSE,0,TRUE,10983,FALSE,0,1755,3611,263.29,229.43,2.4,1.96,TRUE,12.6,7.8,7.5,12.7,15.2,413120,20.09,63.73,55.54,3081.67,NA,NA,NA,2658.55,NA,424.82,874.08,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-20,235,10,225,12966,FALSE,0,FALSE,0,FALSE,0,TRUE,11218,FALSE,0,1744,3562,234.71,226.14,4.3,2.23,TRUE,12.6,7.8,7.5,12.7,15.2,413120,56.88,56.81,54.74,3138.56,NA,NA,NA,2715.43,NA,422.15,862.22,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-21,313,3,310,13279,FALSE,0,FALSE,0,FALSE,0,TRUE,11531,FALSE,0,1712,3444,209.43,217.79,1,2.3,TRUE,12.6,7.8,7.5,12.7,15.2,413120,75.76,50.69,52.72,3214.32,NA,NA,NA,2791.2,NA,414.41,833.66,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-22,410,3,407,13689,FALSE,0,FALSE,0,FALSE,0,TRUE,11941,FALSE,0,1843,3561,206.57,216.86,0.7,2.04,TRUE,12.6,7.8,7.5,12.7,15.2,413120,99.24,50,52.49,3313.57,NA,NA,NA,2890.44,NA,446.12,861.98,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-23,134,5,129,13823,FALSE,0,FALSE,0,FALSE,0,TRUE,12075,FALSE,0,1643,3379,208.14,212.14,3.7,1.7,TRUE,12.6,7.8,7.5,12.7,15.2,413120,32.44,50.38,51.35,3346,NA,NA,NA,2922.88,NA,397.71,817.92,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-24,180,4,176,14003,FALSE,0,FALSE,0,FALSE,0,TRUE,12255,FALSE,0,1466,3277,203.14,200.14,2.2,1.44,TRUE,12.6,7.8,7.5,12.7,15.2,413120,43.57,49.17,48.45,3389.57,NA,NA,NA,2966.45,NA,354.86,793.23,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-25,91,0,91,14094,FALSE,0,FALSE,0,FALSE,0,TRUE,12346,FALSE,0,1446,3178,191,201.36,0,1.8,TRUE,12.6,7.8,7.5,12.7,15.2,413120,22.03,46.23,48.74,3411.6,NA,NA,NA,2988.48,NA,350.02,769.27,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-26,94,0,94,14188,FALSE,0,FALSE,0,FALSE,0,TRUE,12440,FALSE,0,1457,3212,170.43,200.57,0,2.24,TRUE,12.6,7.8,7.5,12.7,15.2,413120,22.75,41.25,48.55,3434.35,NA,NA,NA,3011.23,NA,352.68,777.5,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-27,200,5,195,14388,FALSE,0,FALSE,0,FALSE,0,TRUE,12640,FALSE,0,1422,3166,189.57,202.07,2.5,2.09,TRUE,12.6,7.8,7.5,12.7,15.2,413120,48.41,45.89,48.91,3482.77,NA,NA,NA,3059.64,NA,344.21,766.36,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-28,228,8,220,14616,FALSE,0,FALSE,0,FALSE,0,TRUE,12868,FALSE,0,1337,3049,190.86,194.64,3.5,2.37,TRUE,12.6,7.8,7.5,12.7,15.2,413120,55.19,46.2,47.11,3537.96,NA,NA,NA,3114.83,NA,323.63,738.04,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-29,266,10,256,14882,FALSE,0,FALSE,0,FALSE,0,TRUE,13134,FALSE,0,1193,3036,196.14,183.14,3.8,2.49,TRUE,12.6,7.8,7.5,12.7,15.2,413120,64.39,47.48,44.33,3602.34,NA,NA,NA,3179.22,NA,288.78,734.9,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-30,268,7,261,15150,FALSE,0,FALSE,0,FALSE,0,TRUE,13402,FALSE,0,1327,2970,193,190.07,2.6,3.09,TRUE,12.6,7.8,7.5,12.7,15.2,413120,64.87,46.72,46.01,3667.22,NA,NA,NA,3244.09,NA,321.21,718.92,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-07-31,189,8,181,15339,FALSE,0,FALSE,0,FALSE,0,TRUE,13591,FALSE,0,1336,2802,201,192.36,4.2,3.29,TRUE,12.6,7.8,7.5,12.7,15.2,413120,45.75,48.65,46.56,3712.96,NA,NA,NA,3289.84,NA,323.39,678.25,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-01,128,1,127,15467,FALSE,0,FALSE,0,FALSE,0,TRUE,13719,FALSE,0,1373,2819,198.29,200.79,0.8,3.4,TRUE,12.6,7.8,7.5,12.7,15.2,413120,30.98,48,48.6,3743.95,NA,NA,NA,3320.83,NA,332.35,682.37,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-02,72,3,69,15539,FALSE,0,FALSE,0,FALSE,0,TRUE,13791,FALSE,0,1351,2808,195.86,199.64,4.2,3.49,TRUE,12.6,7.8,7.5,12.7,15.2,413120,17.43,47.41,48.32,3761.38,NA,NA,NA,3338.26,NA,327.02,679.71,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-03,256,10,246,15795,FALSE,0,FALSE,0,FALSE,0,TRUE,14047,FALSE,0,1407,2829,190.57,200.79,3.9,3.49,TRUE,12.6,7.8,7.5,12.7,15.2,413120,61.97,46.13,48.6,3823.34,NA,NA,NA,3400.22,NA,340.58,684.79,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-04,209,9,200,16004,FALSE,0,FALSE,0,FALSE,0,TRUE,14256,FALSE,0,1388,2725,193.86,199.36,4.3,3.49,TRUE,12.6,7.8,7.5,12.7,15.2,413120,50.59,46.93,48.26,3873.93,NA,NA,NA,3450.81,NA,335.98,659.61,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-05,249,11,238,16253,FALSE,0,FALSE,0,FALSE,0,TRUE,14505,FALSE,0,1371,2564,205.43,202.14,4.4,3.44,TRUE,12.6,7.8,7.5,12.7,15.2,413120,60.27,49.73,48.93,3934.21,NA,NA,NA,3511.09,NA,331.86,620.64,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-06,231,6,225,16484,FALSE,0,FALSE,0,FALSE,0,TRUE,14736,FALSE,0,1334,2661,206.29,201.79,2.6,3.03,TRUE,12.6,7.8,7.5,12.7,15.2,413120,55.92,49.93,48.85,3990.12,NA,NA,NA,3567,NA,322.91,644.12,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-07,212,9,203,16696,FALSE,0,FALSE,0,FALSE,0,TRUE,14948,FALSE,0,1357,2693,200.57,214.29,4.2,3.13,TRUE,12.6,7.8,7.5,12.7,15.2,413120,51.32,48.55,51.87,4041.44,NA,NA,NA,3618.32,NA,328.48,651.87,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-08,209,1,208,16905,FALSE,0,FALSE,0,FALSE,0,TRUE,15157,FALSE,0,1438,2811,200.43,219.5,0.5,3.13,TRUE,12.6,7.8,7.5,12.7,15.2,413120,50.59,48.52,53.13,4092.03,NA,NA,NA,3668.91,NA,348.08,680.43,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-09,78,1,77,16983,FALSE,0,FALSE,0,FALSE,0,TRUE,15235,FALSE,0,1444,2795,208.43,220.86,1.3,3.2,TRUE,12.6,7.8,7.5,12.7,15.2,413120,18.88,50.45,53.46,4110.91,NA,NA,NA,3687.79,NA,349.54,676.56,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-10,216,10,206,17199,FALSE,0,FALSE,0,FALSE,0,TRUE,15451,FALSE,0,1404,2811,213,220.43,4.6,3.76,TRUE,12.6,7.8,7.5,12.7,15.2,413120,52.29,51.56,53.36,4163.2,NA,NA,NA,3740.08,NA,339.85,680.43,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-11,208,9,199,17407,FALSE,0,FALSE,0,FALSE,0,TRUE,15659,FALSE,0,1403,2791,234.71,232.5,4.3,3.47,TRUE,12.6,7.8,7.5,12.7,15.2,413120,50.35,56.81,56.28,4213.55,NA,NA,NA,3790.42,NA,339.61,675.59,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-12,305,15,290,17712,FALSE,0,FALSE,0,FALSE,0,TRUE,15964,FALSE,0,1459,2830,233.57,239,4.9,3.9,TRUE,12.6,7.8,7.5,12.7,15.2,413120,73.83,56.54,57.85,4287.37,NA,NA,NA,3864.25,NA,353.17,685.03,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-13,263,17,246,17975,FALSE,0,FALSE,0,FALSE,0,TRUE,16227,FALSE,0,1491,2825,235.43,246.64,6.5,3.87,TRUE,12.6,7.8,7.5,12.7,15.2,413120,63.66,56.99,59.7,4351.04,NA,NA,NA,3927.91,NA,360.91,683.82,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-14,364,8,356,18339,FALSE,0,FALSE,0,FALSE,0,TRUE,16591,FALSE,0,1643,3000,240.29,256.07,2.2,3.33,TRUE,12.6,7.8,7.5,12.7,15.2,413120,88.11,58.16,61.98,4439.15,NA,NA,NA,4016.02,NA,397.71,726.18,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-15,201,7,194,18540,FALSE,0,FALSE,0,FALSE,0,TRUE,16792,FALSE,0,1635,3073,264.57,256.21,3.5,3.09,TRUE,12.6,7.8,7.5,12.7,15.2,413120,48.65,64.04,62.02,4487.8,NA,NA,NA,4064.68,NA,395.77,743.85,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-16,91,1,90,18631,FALSE,0,FALSE,0,FALSE,0,TRUE,16883,FALSE,0,1648,3092,269.57,257.43,1.1,2.47,TRUE,12.6,7.8,7.5,12.7,15.2,413120,22.03,65.25,62.31,4509.83,NA,NA,NA,4086.71,NA,398.92,748.45,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-17,250,2,248,18881,FALSE,0,FALSE,0,FALSE,0,TRUE,17133,FALSE,0,1682,3086,280.29,266.57,0.8,1.76,TRUE,12.6,7.8,7.5,12.7,15.2,413120,60.52,67.85,64.53,4570.34,NA,NA,NA,4147.22,NA,407.15,747,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-18,378,10,368,19259,FALSE,0,FALSE,0,FALSE,0,TRUE,17511,FALSE,0,1852,3255,277.43,286.36,2.6,1.77,TRUE,12.6,7.8,7.5,12.7,15.2,413120,91.5,67.15,69.32,4661.84,NA,NA,NA,4238.72,NA,448.3,787.91,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-19,340,2,338,19599,FALSE,0,FALSE,0,FALSE,0,TRUE,17851,FALSE,0,1887,3346,278.86,297.21,0.6,1.61,TRUE,12.6,7.8,7.5,12.7,15.2,413120,82.3,67.5,71.94,4744.14,NA,NA,NA,4321.02,NA,456.77,809.93,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-20,338,5,333,19937,FALSE,0,FALSE,0,FALSE,0,TRUE,18189,FALSE,0,1962,3453,279.43,309.07,1.5,1.76,TRUE,12.6,7.8,7.5,12.7,15.2,413120,81.82,67.64,74.81,4825.96,NA,NA,NA,4402.84,NA,474.92,835.83,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-21,344,8,336,20281,FALSE,0,FALSE,0,FALSE,0,TRUE,18533,FALSE,0,1942,3585,292.86,316.5,2.3,1.77,TRUE,12.6,7.8,7.5,12.7,15.2,413120,83.27,70.89,76.61,4909.23,NA,NA,NA,4486.11,NA,470.08,867.79,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-22,211,5,206,20492,FALSE,0,FALSE,0,FALSE,0,TRUE,18744,FALSE,0,1952,3587,308.14,327.14,2.4,1.73,TRUE,12.6,7.8,7.5,12.7,15.2,413120,51.07,74.59,79.19,4960.3,NA,NA,NA,4537.18,NA,472.5,868.27,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-23,95,2,93,20587,FALSE,0,FALSE,0,FALSE,0,TRUE,18839,FALSE,0,1956,3604,324.86,333.29,2.1,1.86,TRUE,12.6,7.8,7.5,12.7,15.2,413120,23,78.64,80.68,4983.3,NA,NA,NA,4560.18,NA,473.47,872.39,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-24,344,3,341,20931,FALSE,0,FALSE,0,FALSE,0,TRUE,19183,FALSE,0,2050,3732,337.86,334.57,0.9,1.97,TRUE,12.6,7.8,7.5,12.7,15.2,413120,83.27,81.78,80.99,5066.57,NA,NA,NA,4643.45,NA,496.22,903.37,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-25,485,11,474,21416,FALSE,0,FALSE,0,FALSE,0,TRUE,19668,FALSE,0,2157,4009,355.57,347.64,2.3,1.94,TRUE,12.6,7.8,7.5,12.7,15.2,413120,117.4,86.07,84.15,5183.97,NA,NA,NA,4760.84,NA,522.12,970.42,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-26,457,7,450,21873,FALSE,0,FALSE,0,FALSE,0,TRUE,20125,FALSE,0,2274,4161,375.43,371.14,1.5,1.84,TRUE,12.6,7.8,7.5,12.7,15.2,413120,110.62,90.88,89.84,5294.59,NA,NA,NA,4871.47,NA,550.45,1007.21,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-27,429,10,419,22302,FALSE,0,FALSE,0,FALSE,0,TRUE,20554,FALSE,0,2365,4327,387.14,403.86,2.3,1.63,TRUE,12.6,7.8,7.5,12.7,15.2,413120,103.84,93.71,97.76,5398.43,NA,NA,NA,4975.31,NA,572.47,1047.4,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-28,468,10,458,22770,FALSE,0,FALSE,0,FALSE,0,TRUE,21022,FALSE,0,2489,4431,376.29,422.71,2.1,1.81,TRUE,12.6,7.8,7.5,12.7,15.2,413120,113.28,91.08,102.32,5511.72,NA,NA,NA,5088.59,NA,602.49,1072.57,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-29,350,6,344,23120,FALSE,0,FALSE,0,FALSE,0,TRUE,21372,FALSE,0,2628,4580,387.14,435.14,1.7,1.56,TRUE,12.6,7.8,7.5,12.7,15.2,413120,84.72,93.71,105.33,5596.44,NA,NA,NA,5173.32,NA,636.13,1108.64,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-30,177,1,176,23297,FALSE,0,FALSE,0,FALSE,0,TRUE,21549,FALSE,0,2710,4666,417.43,440.86,0.6,1.53,TRUE,12.6,7.8,7.5,12.7,15.2,413120,42.84,101.04,106.71,5639.28,NA,NA,NA,5216.16,NA,655.98,1129.45,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-08-31,268,6,262,23565,FALSE,0,FALSE,0,FALSE,0,TRUE,21817,FALSE,0,2634,4684,469.86,452.07,2.2,1.31,TRUE,12.6,7.8,7.5,12.7,15.2,413120,64.87,113.73,109.43,5704.15,NA,NA,NA,5281.03,NA,637.59,1133.81,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-01,561,3,558,24126,FALSE,0,FALSE,0,FALSE,0,TRUE,22378,FALSE,0,2710,4867,489.86,459.14,0.5,1.06,TRUE,12.6,7.8,7.5,12.7,15.2,413120,135.8,118.58,111.14,5839.95,NA,NA,NA,5416.83,NA,655.98,1178.11,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-02,669,9,660,24795,FALSE,0,FALSE,0,FALSE,0,TRUE,23047,FALSE,0,2922,5196,494.86,470.5,1.3,0.93,TRUE,12.6,7.8,7.5,12.7,15.2,413120,161.94,119.79,113.89,6001.89,NA,NA,NA,5578.77,NA,707.3,1257.75,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-03,796,6,790,25591,FALSE,0,FALSE,0,FALSE,0,TRUE,23843,FALSE,0,3289,5654,494.57,484.5,0.8,1.17,TRUE,12.6,7.8,7.5,12.7,15.2,413120,192.68,119.72,117.28,6194.57,NA,NA,NA,5771.45,NA,796.14,1368.61,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-04,608,2,606,26199,FALSE,0,FALSE,0,FALSE,0,TRUE,24451,FALSE,0,3429,5918,527.86,489.93,0.3,0.94,TRUE,12.6,7.8,7.5,12.7,15.2,413120,147.17,127.77,118.59,6341.74,NA,NA,NA,5918.62,NA,830.03,1432.51,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-05,385,3,382,26584,FALSE,0,FALSE,0,FALSE,0,TRUE,24836,FALSE,0,3464,6092,531.14,487.07,0.8,0.97,TRUE,12.6,7.8,7.5,12.7,15.2,413120,93.19,128.57,117.9,6434.93,NA,NA,NA,6011.81,NA,838.5,1474.63,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-06,175,4,171,26759,FALSE,0,FALSE,0,FALSE,0,TRUE,25011,FALSE,0,3462,6172,523.57,486.71,2.3,1,TRUE,12.6,7.8,7.5,12.7,15.2,413120,42.36,126.74,117.81,6477.29,NA,NA,NA,6054.17,NA,838.01,1494,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-07,501,3,498,27260,FALSE,0,FALSE,0,FALSE,0,TRUE,25512,FALSE,0,3695,6329,499.14,500.21,0.6,1.14,TRUE,12.6,7.8,7.5,12.7,15.2,413120,121.27,120.82,121.08,6598.57,NA,NA,NA,6175.45,NA,894.41,1532,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-08,584,4,580,27844,FALSE,0,FALSE,0,FALSE,0,TRUE,26096,FALSE,0,3718,6428,490,506.57,0.7,1.2,TRUE,12.6,7.8,7.5,12.7,15.2,413120,141.36,118.61,122.62,6739.93,NA,NA,NA,6316.81,NA,899.98,1555.96,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-09,616,9,607,28460,FALSE,0,FALSE,0,FALSE,0,TRUE,26712,FALSE,0,3665,6587,479.29,496.43,1.5,1.17,TRUE,12.6,7.8,7.5,12.7,15.2,413120,149.11,116.02,120.17,6889.04,NA,NA,NA,6465.92,NA,887.15,1594.45,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-10,625,11,614,29085,FALSE,0,FALSE,0,FALSE,0,TRUE,27337,FALSE,0,3494,6783,478.86,475.14,1.8,1.09,TRUE,12.6,7.8,7.5,12.7,15.2,413120,151.29,115.91,115.01,7040.33,NA,NA,NA,6617.21,NA,845.76,1641.9,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-11,544,4,540,29629,FALSE,0,FALSE,0,FALSE,0,TRUE,27881,FALSE,0,3430,6859,472.57,467,0.7,1.29,TRUE,12.6,7.8,7.5,12.7,15.2,413120,131.68,114.39,113.04,7172.01,NA,NA,NA,6748.89,NA,830.27,1660.29,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-12,310,2,308,29939,FALSE,0,FALSE,0,FALSE,0,TRUE,28191,FALSE,0,3355,6819,482,456.29,0.6,1.39,TRUE,12.6,7.8,7.5,12.7,15.2,413120,75.04,116.67,110.45,7247.05,NA,NA,NA,6823.93,NA,812.11,1650.61,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-13,172,3,169,30111,FALSE,0,FALSE,0,FALSE,0,TRUE,28363,FALSE,0,3352,6814,469.29,452.64,1.7,1.44,TRUE,12.6,7.8,7.5,12.7,15.2,413120,41.63,113.6,109.57,7288.68,NA,NA,NA,6865.56,NA,811.39,1649.4,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-14,457,9,448,30568,FALSE,0,FALSE,0,FALSE,0,TRUE,28820,FALSE,0,3308,7003,451.14,445.07,2,1.39,TRUE,12.6,7.8,7.5,12.7,15.2,413120,110.62,109.2,107.73,7399.3,NA,NA,NA,6976.18,NA,800.74,1695.15,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-15,650,9,641,31218,FALSE,0,FALSE,0,FALSE,0,TRUE,29470,FALSE,0,3374,7092,444,439.5,1.4,1.69,TRUE,12.6,7.8,7.5,12.7,15.2,413120,157.34,107.47,106.39,7556.64,NA,NA,NA,7133.52,NA,816.71,1716.69,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-16,527,10,517,31745,FALSE,0,FALSE,0,FALSE,0,TRUE,29997,FALSE,0,3285,6950,433.29,432.64,1.9,2.03,TRUE,12.6,7.8,7.5,12.7,15.2,413120,127.57,104.88,104.73,7684.21,NA,NA,NA,7261.09,NA,795.17,1682.32,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-17,498,7,491,32243,FALSE,0,FALSE,0,FALSE,0,TRUE,30495,FALSE,0,3158,6652,426.43,416.07,1.4,2.36,TRUE,12.6,7.8,7.5,12.7,15.2,413120,120.55,103.22,100.71,7804.75,NA,NA,NA,7381.63,NA,764.43,1610.19,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
2020-09-18,494,14,480,32737,FALSE,0,FALSE,0,FALSE,0,TRUE,30989,FALSE,0,3108,6538,417.57,405.14,2.8,2.29,TRUE,12.6,7.8,7.5,12.7,15.2,413120,119.58,101.08,98.07,7924.33,NA,NA,NA,7501.21,NA,752.32,1582.59,1,968,"COVID19Tests","2021-03-23_07-48-19","day","all","LU"
